ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level,Role
Player 2747,11,20,146,5,9,0
Player 9768,6,9,169,1,88,4
Player 4060,17,2,89,2,83,1
Player 6412,8,18,118,1,47,2
Player 9369,6,13,182,3,42,1
Player 216,4,16,85,3,56,0
Player 5366,14,9,105,4,53,2
Player 8753,8,21,198,4,63,4
Player 8195,8,2,177,1,52,0
Player 5663,20,5,133,5,67,4
Player 400,15,24,162,3,15,1
Player 5658,1,14,99,1,13,0
Player 2467,5,22,63,2,34,1
Player 7724,6,19,138,0,15,4
Player 8714,2,6,125,2,32,4
Player 8410,6,13,109,0,74,1
Player 9467,23,8,18,3,80,0
Player 9367,14,7,93,1,75,2
Player 2386,18,5,34,0,92,4
Player 434,15,13,123,3,47,2
Player 4543,23,14,175,3,66,0
Player 5832,21,3,40,3,63,4
Player 4444,13,21,8,1,42,0
Player 8400,24,6,17,2,90,2
Player 9930,7,11,157,0,41,4
Player 1809,12,23,146,0,16,3
Player 9885,19,23,108,0,64,2
Player 2207,1,13,71,0,50,3
Player 4471,20,4,173,1,41,0
Player 1504,6,7,127,3,47,1
Player 4855,2,6,165,4,81,4
Player 1447,12,23,51,2,45,0
Player 1474,1,6,141,4,66,0
Player 4256,3,6,94,0,82,4
Player 4074,20,15,172,3,27,4
Player 8703,5,1,188,5,8,2
Player 3597,23,12,50,0,32,2
Player 3108,10,18,28,3,41,4
Player 4741,1,23,63,2,47,4
Player 4787,5,24,21,5,67,4
Player 4086,13,24,105,5,36,1
Player 6748,19,5,27,2,58,2
Player 8964,21,20,74,5,48,0
Player 9238,1,5,2,3,26,4
Player 8126,2,19,44,0,59,3
Player 8681,22,1,155,5,84,0
Player 7198,15,21,158,2,93,0
Player 7401,4,12,67,1,38,3
Player 5908,4,8,191,0,79,3
Player 7436,13,22,133,4,40,2
Player 6239,6,3,116,1,20,4
Player 9605,23,8,70,2,84,0
Player 5511,12,5,60,5,75,1
Player 5049,13,0,129,2,84,0
Player 232,17,2,123,2,62,0
Player 3619,3,0,138,4,75,3
Player 9117,15,24,68,2,2,3
Player 9201,1,16,54,5,86,0
Player 8937,9,14,98,0,47,2
Player 2318,4,11,158,1,86,3
Player 3092,6,12,100,5,48,0
Player 2409,24,24,4,2,87,0
Player 4267,13,19,11,4,100,4
Player 7033,6,23,192,2,51,3
Player 863,16,19,99,1,29,0
Player 2430,15,12,15,0,68,3
Player 9475,11,14,76,3,58,1
Player 9406,17,10,45,2,5,2
Player 2836,23,13,129,1,35,2
Player 3216,8,22,21,2,13,4
Player 3643,6,2,176,4,25,4
Player 3266,23,13,27,3,81,4
Player 4336,1,16,1,0,11,4
Player 4092,9,20,115,3,27,1
Player 8805,18,18,158,0,57,0
Player 9358,16,15,30,1,66,4
Player 619,24,16,76,4,72,0
Player 1194,5,14,189,4,18,0
Player 1892,21,16,147,5,45,4
Player 2594,13,12,176,4,38,2
Player 9712,18,17,37,2,75,3
Player 8218,14,18,10,3,80,4
Player 2192,8,11,135,2,9,1
Player 9607,12,6,157,5,8,4
Player 6974,3,15,99,3,4,1
Player 2100,19,24,169,0,40,0
Player 3620,13,16,145,2,3,0
Player 2924,22,9,36,3,100,4
Player 2579,11,18,188,3,48,3
Player 1153,17,8,198,3,45,2
Player 1008,3,20,168,3,53,4
Player 6261,18,21,9,1,90,2
Player 684,8,0,61,4,81,1
Player 9780,22,22,58,1,10,3
Player 7843,9,13,84,1,60,3
Player 4565,21,22,104,3,80,3
Player 4423,4,22,16,0,18,1
Player 5433,18,9,26,2,50,1
Player 7719,0,8,145,5,34,0
Player 3523,2,10,123,0,30,4
Player 4671,22,10,18,2,30,2
Player 2531,13,13,19,4,63,0
Player 3184,6,5,21,4,85,4
Player 1943,4,2,138,2,77,1
Player 131,1,14,78,2,53,1
Player 9306,21,14,152,3,6,0
Player 5876,20,23,114,0,88,0
Player 1988,4,21,117,0,79,1
Player 9014,8,14,100,5,44,3
Player 8988,17,14,39,0,98,4
Player 5331,6,12,181,0,33,1
Player 252,6,6,64,1,16,0
Player 2647,5,11,81,2,39,1
Player 8635,8,14,161,1,34,2
Player 6565,3,7,44,5,33,0
Player 9208,10,3,52,3,92,3
Player 3486,2,11,47,1,94,4
Player 8638,18,18,131,2,26,0
Player 4246,11,0,102,1,99,2
Player 8351,4,22,138,3,45,0
Player 8649,24,4,186,3,70,4
Player 4116,10,8,78,0,50,2
Player 9477,23,15,176,4,93,4
Player 270,15,8,2,4,55,1
Player 7800,3,8,148,5,25,3
Player 514,20,8,26,4,64,4
Player 6090,0,6,4,0,88,3
Player 1282,2,11,176,3,98,4
Player 5144,7,5,10,1,88,1
Player 6881,14,16,175,0,43,4
Player 1530,1,5,19,4,98,4
Player 467,14,7,184,4,44,1
Player 8459,12,22,188,1,47,1
Player 2572,5,19,28,0,84,4
Player 6077,18,14,84,2,97,0
Player 3600,15,15,37,0,60,3
Player 1011,19,10,58,5,46,4
Player 7508,8,19,4,3,47,2
Player 4228,19,16,127,3,26,3
Player 2205,19,13,36,2,49,4
Player 1065,22,17,151,5,74,3
Player 7244,11,14,0,4,53,0
Player 4930,13,17,90,0,53,1
Player 3901,4,16,72,3,67,1
Player 8818,14,4,19,0,70,0
Player 671,17,22,196,4,39,0
Player 4903,19,4,92,4,92,4
Player 6780,8,10,41,2,30,0
Player 5762,12,3,133,0,26,1
Player 9574,20,18,146,3,59,2
Player 4606,0,5,14,1,39,0
Player 2316,22,11,2,1,20,4
Player 2980,2,2,136,3,76,0
Player 2095,16,5,63,1,36,0
Player 4537,18,14,62,0,67,2
Player 4279,23,14,177,5,80,1
Player 156,2,14,13,0,37,1
Player 5651,2,9,31,2,76,0
Player 7203,7,21,81,3,40,1
Player 6405,0,22,131,2,32,4
Player 9817,3,12,4,4,28,2
Player 2330,16,7,140,5,65,3
Player 9566,6,24,131,4,54,4
Player 7077,10,19,27,1,68,4
Player 534,1,16,8,5,30,0
Player 9721,9,3,86,0,12,3
Player 6334,21,2,4,2,54,2
Player 3298,12,23,171,1,41,2
Player 6541,21,14,121,3,6,1
Player 458,6,23,144,3,42,3
Player 24,17,4,81,3,26,4
Player 2197,19,7,106,1,64,3
Player 2710,16,15,179,2,14,1
Player 5754,14,6,87,4,10,4
Player 5405,21,21,47,0,20,2
Player 58,20,16,131,0,22,0
Player 567,2,10,134,4,99,0
Player 5615,20,6,176,1,58,3
Player 7551,3,24,194,5,68,4
Player 1121,8,20,190,4,83,3
Player 170,4,8,48,2,90,2
Player 7059,23,20,17,2,88,0
Player 8696,7,0,199,5,32,4
Player 1014,3,4,30,5,72,1
Player 2917,19,7,23,2,29,2
Player 4396,21,9,187,1,72,3
Player 1749,3,19,156,4,27,1
Player 154,6,19,20,0,71,1
Player 8899,20,0,5,5,24,0
Player 7363,4,8,38,3,29,4
Player 1924,1,23,2,4,63,2
Player 9064,15,23,103,5,34,1
Player 9384,7,6,162,5,53,1
Player 6803,3,23,44,4,60,1
Player 7371,2,5,31,3,80,0
Player 4852,21,21,149,3,83,1
Player 199,6,24,149,2,80,3
Player 2792,18,22,114,5,69,1
Player 9663,21,12,119,1,37,0
Player 589,7,10,186,2,25,3
Player 5576,8,19,17,0,38,3
Player 9206,3,8,52,1,96,4
Player 3720,8,15,121,4,89,4
Player 4017,19,0,191,2,16,0
Player 3386,21,7,97,4,14,0
Player 1557,19,16,165,5,57,2
Player 4726,9,2,105,2,66,4
Player 9645,8,0,199,2,81,3
Player 730,18,21,63,2,8,2
Player 8412,8,17,11,5,88,2
Player 5425,16,15,170,2,28,4
Player 301,11,4,156,1,28,3
Player 6442,10,19,62,2,88,0
Player 657,15,2,130,4,29,4
Player 7433,23,19,146,2,82,3
Player 902,13,7,90,4,23,2
Player 4533,5,4,107,0,38,3
Player 545,21,5,94,2,70,4
Player 1545,20,11,123,4,1,4
Player 9303,17,9,93,2,46,1
Player 9506,10,6,169,0,63,1
Player 9897,8,19,153,4,84,0
Player 8079,5,21,81,0,21,3
Player 4965,14,8,103,2,89,4
Player 742,22,8,126,0,96,1
Player 2191,12,2,90,3,37,3
Player 234,10,16,51,4,52,4
Player 4397,15,8,55,3,26,1
Player 9956,13,9,128,3,59,3
Player 2866,7,5,46,1,24,4
Player 3214,9,19,120,2,77,3
Player 3893,23,21,187,1,39,3
Player 339,21,24,57,5,59,4
Player 7944,21,20,16,1,99,1
Player 1047,23,16,148,5,35,1
Player 9356,23,1,97,4,19,2
Player 6145,22,22,169,0,36,3
Player 1700,16,21,178,4,27,2
Player 7909,6,18,46,0,64,0
Player 3445,19,15,11,1,68,1
Player 3621,9,8,96,4,90,3
Player 3471,19,4,117,0,96,1
Player 4606,0,5,14,1,39,0
Player 6485,18,22,138,2,88,1
Player 6791,19,0,82,3,100,3
Player 9734,9,23,158,4,99,3
Player 6645,8,12,135,2,49,2
Player 4535,3,17,71,2,26,1
Player 3694,6,18,110,3,39,0
Player 2943,17,14,184,1,65,3
Player 7261,11,15,149,3,57,4
Player 5168,2,13,155,1,87,4
Player 2031,21,5,29,2,54,3
Player 4799,8,20,116,1,58,3
Player 7407,21,8,1,4,91,0
Player 1164,16,0,31,3,33,0
Player 772,0,23,174,0,68,1
Player 4743,2,15,45,1,26,3
Player 5016,9,21,59,2,85,4
Player 6504,12,8,5,2,74,3
Player 7047,21,16,200,1,74,1
Player 8881,23,23,150,2,20,1
Player 7020,6,17,4,3,31,2
Player 4408,9,18,165,4,29,0
Player 7105,14,11,62,0,3,1
Player 8636,19,24,146,2,7,4
Player 2892,10,7,44,2,94,2
Player 3829,18,19,141,0,66,0
Player 7190,15,18,84,3,22,0
Player 9479,6,8,39,1,59,0
Player 1878,21,21,151,5,70,4
Player 8262,10,14,159,0,49,0
Player 6555,23,24,102,2,8,2
Player 6498,3,15,199,4,7,3
Player 3651,1,10,36,3,45,4
Player 3496,7,0,79,1,73,3
Player 5120,24,17,16,3,99,1
Player 2412,3,2,181,4,63,2
Player 9487,20,9,13,3,91,2
Player 3860,10,10,19,4,86,4
Player 9081,13,4,65,4,47,1
Player 7650,6,19,98,3,23,1
Player 7219,9,12,174,5,49,4
Player 5122,23,20,20,3,91,4
Player 7220,2,18,170,0,73,4
Player 2947,8,21,121,5,86,0
Player 1813,11,7,60,3,83,2
Player 3163,7,0,69,5,35,2
Player 9063,14,22,153,3,96,0
Player 139,14,6,23,1,62,0
Player 6100,11,16,148,1,54,2
Player 7837,11,20,127,1,79,1
Player 5600,3,14,139,3,55,0
Player 5629,3,8,107,4,90,1
Player 4595,1,5,86,4,17,3
Player 3474,2,7,43,3,21,2
Player 2875,14,23,132,1,40,2
Player 1301,16,20,120,5,19,2
Player 1733,6,11,197,1,72,3
Player 4064,19,19,56,3,41,0
Player 5959,15,6,130,2,55,4
Player 3787,3,1,71,2,65,3
Player 4458,11,11,34,1,8,3
Player 9404,11,1,194,3,38,1
Player 3077,22,6,96,4,56,1
Player 6456,9,1,74,3,87,0
Player 5091,23,5,36,1,77,0
Player 2110,14,17,76,0,65,2
Player 6768,15,15,71,0,98,1
Player 4147,7,1,164,5,91,1
Player 8297,6,14,182,5,79,3
Player 7761,2,10,92,3,72,4
Player 4014,6,15,53,1,65,2
Player 3995,7,16,175,0,16,2
Player 5118,8,9,5,2,81,3
Player 1206,15,3,163,4,0,2
Player 2469,20,24,91,2,94,2
Player 8785,9,10,145,1,63,3
Player 1939,12,9,57,1,49,3
Player 7770,3,11,92,3,77,1
Player 9371,16,20,122,1,60,4
Player 6452,15,21,78,4,100,1
Player 5619,24,22,167,5,48,3
Player 4029,3,24,106,2,38,4
Player 6723,14,16,170,2,19,0
Player 8806,5,10,184,3,75,0
Player 8464,5,18,147,3,5,4
Player 7903,24,6,1,4,43,4
Player 113,16,15,82,3,34,3
Player 9204,20,10,87,0,69,1
Player 2566,11,3,15,2,55,3
Player 5336,4,9,114,5,1,0
Player 6987,14,7,4,2,99,0
Player 8457,18,17,131,5,48,2
Player 8119,3,4,59,0,21,0
Player 3876,21,11,52,2,70,2
Player 8309,19,3,67,4,87,0
Player 1789,4,24,158,0,50,2
Player 5538,10,17,21,5,72,3
Player 1668,13,7,192,4,84,0
Player 6574,11,6,179,1,94,2
Player 9088,17,14,126,4,12,1
Player 8360,3,8,164,1,52,0
Player 6623,9,19,41,3,27,0
Player 8625,15,13,84,2,41,0
Player 8408,18,12,196,1,20,4
Player 7060,22,17,60,3,46,3
Player 7567,4,15,83,4,33,1
Player 2971,19,7,141,0,88,0
Player 5394,3,3,24,3,86,1
Player 2528,22,16,189,3,37,3
Player 2799,24,15,87,0,52,2
Player 7253,3,8,113,1,75,4
Player 3239,21,2,97,2,40,4
Player 9359,13,16,16,2,34,1
Player 1626,20,15,89,0,4,0
Player 7771,21,10,155,3,22,4
Player 8969,23,12,27,3,81,3
Player 6750,14,7,94,0,68,4
Player 6633,14,3,120,1,65,2
Player 4405,0,6,194,5,78,0
Player 5582,13,22,99,0,23,0
Player 5688,10,16,5,3,80,1
Player 4306,7,21,196,1,67,3
Player 7928,21,15,77,0,35,4
Player 772,0,23,174,0,68,1
Player 3744,24,7,87,3,44,1
Player 3218,12,19,134,0,8,4
Player 5488,6,19,109,0,26,2
Player 8806,5,10,184,3,75,0
Player 4798,4,5,33,4,96,3
Player 3195,19,20,36,2,85,1
Player 4530,4,13,104,4,16,4
Player 2732,20,8,117,3,58,4
Player 5333,16,5,147,2,0,4
Player 4219,23,1,177,0,48,3
Player 3328,14,19,135,0,17,3
Player 5624,7,6,86,1,93,0
Player 3340,13,5,136,3,42,3
Player 6805,6,17,115,4,57,3
Player 4351,11,2,170,2,8,2
Player 8916,13,16,199,5,41,3
Player 2723,13,9,133,0,81,4
Player 6930,13,21,67,3,53,2
Player 836,18,21,127,3,94,0
Player 1547,7,17,184,1,30,1
Player 9723,15,2,34,2,45,0
Player 6871,19,9,1,3,52,1
Player 8543,24,23,109,1,1,4
Player 3156,11,17,163,0,93,4
Player 2021,3,12,120,0,55,0
Player 6738,18,14,110,2,87,0
Player 9925,11,18,180,5,82,3
Player 8259,7,0,108,4,49,0
Player 8044,14,24,24,1,86,1
Player 9945,24,24,19,5,94,2
Player 747,3,15,147,5,85,1
Player 3578,23,2,59,4,26,1
Player 2743,21,17,41,4,9,1
Player 1734,0,18,118,4,66,3
Player 8031,11,5,52,3,52,1
Player 3469,6,16,108,4,64,1
Player 6463,6,7,163,3,48,2
Player 6728,23,4,1,0,89,3
Player 8194,5,10,160,1,73,4
Player 618,14,14,117,0,9,1
Player 7793,24,17,120,3,82,1
Player 796,19,14,183,1,40,0
Player 9850,6,12,176,2,47,0
Player 4498,7,8,91,4,71,1
Player 6990,4,17,36,2,31,0
Player 1253,8,3,164,0,82,4
Player 2478,5,16,82,3,94,4
Player 4536,18,7,78,0,16,4
Player 6536,20,6,13,3,49,4
Player 3071,0,23,115,2,44,0
Player 7024,6,10,9,5,18,3
Player 3663,9,8,131,3,2,4
Player 1760,6,5,99,5,44,2
Player 4726,9,2,105,2,66,4
Player 8949,7,10,134,1,66,0
Player 4032,24,22,154,4,50,4
Player 7320,2,13,8,4,40,1
Player 8613,10,21,58,4,86,2
Player 7100,0,17,143,2,32,4
Player 7499,6,7,52,4,64,4
Player 5765,20,17,144,0,23,1
Player 8477,3,9,67,0,80,1
Player 5741,21,2,133,5,33,3
Player 1626,20,15,89,0,4,0
Player 6705,3,21,184,2,2,3
Player 553,16,6,97,4,100,1
Player 6591,2,17,110,1,35,4
Player 8939,14,12,161,4,61,1
Player 803,19,23,76,0,91,4
Player 8903,8,4,82,5,1,4
Player 4954,2,6,162,2,70,1
Player 9868,5,22,104,1,71,3
Player 3711,18,13,89,1,50,4
Player 8129,20,10,143,1,93,4
Player 9148,16,10,58,4,32,0
Player 8926,0,3,172,3,93,1
Player 4141,13,19,157,2,65,0
Player 9892,21,8,191,0,76,4
Player 622,21,22,173,3,64,3
Player 5301,2,1,158,3,7,0
Player 9929,4,0,184,0,51,1
Player 1136,2,5,176,1,64,2
Player 2909,20,24,88,0,94,3
Player 4688,14,8,127,3,56,2
Player 8901,2,17,69,4,24,2
Player 9492,21,23,88,2,17,0
Player 7516,15,0,104,1,1,2
Player 7451,13,3,43,4,44,4
Player 9845,2,17,179,3,12,4
Player 7574,17,6,150,1,76,4
Player 5740,21,7,66,5,93,2
Player 7818,8,9,18,5,31,3
Player 133,17,8,95,0,52,3
Player 3149,15,5,24,3,27,2
Player 5748,16,8,33,5,24,2
Player 6319,20,22,177,4,50,3
Player 4488,3,9,41,4,44,0
Player 2300,24,13,119,2,64,4
Player 5692,21,1,140,3,64,2
Player 7013,11,21,148,2,91,1
Player 4284,11,7,175,3,79,3
Player 9999,22,2,48,4,81,3
Player 3673,9,1,57,4,47,2
Player 8173,20,1,103,1,46,1
Player 3191,14,9,24,3,20,1
Player 5307,6,5,65,1,87,2
Player 2127,14,14,100,2,65,0
Player 3921,6,6,172,3,38,0
Player 570,24,7,29,0,4,1
Player 4619,16,9,66,2,68,3
Player 2672,10,20,27,3,21,0
Player 3885,13,7,65,5,76,3
Player 4815,10,15,70,5,15,1
Player 9393,16,24,130,0,5,2
Player 3772,16,19,167,1,81,2
Player 9310,7,15,174,1,3,2
Player 7716,8,15,38,2,51,3
Player 2647,5,11,81,2,39,1
Player 9339,18,23,63,4,6,0
Player 1170,2,9,164,2,68,0
Player 784,2,7,155,1,26,1
Player 2797,21,6,118,3,95,4
Player 5512,17,21,178,0,6,0
Player 6477,5,6,78,4,63,2
Player 91,2,16,121,0,3,0
Player 3523,2,10,123,0,30,4
Player 1337,18,13,62,4,95,2
Player 511,18,7,183,3,94,0
Player 7240,19,6,88,0,82,4
Player 349,20,20,63,3,25,3
Player 6353,8,13,120,4,13,4
Player 8460,18,11,188,1,77,0
Player 4442,14,16,144,5,55,2
Player 7834,20,10,89,2,59,1
Player 2763,0,13,189,2,89,1
Player 7452,8,19,183,1,62,2
Player 2871,7,7,78,3,3,1
Player 8373,6,10,99,4,19,1
Player 5235,1,10,121,3,98,4
Player 7965,3,12,123,4,10,4
Player 4318,11,12,120,4,28,3
Player 6432,15,20,98,1,44,0
Player 5784,19,9,18,5,81,4
Player 6314,0,18,93,4,55,3
Player 6964,11,18,107,1,54,4
Player 3506,23,24,34,0,5,4
Player 9922,8,22,189,1,66,1
Player 7841,8,21,76,4,22,0
Player 5787,8,5,8,2,82,1
Player 8749,22,0,122,1,9,0
Player 1282,2,11,176,3,98,4
Player 1243,6,3,90,1,17,1
Player 9388,17,8,48,1,28,0
Player 7583,16,10,190,5,93,0
Player 5038,23,16,177,0,59,4
Player 3001,12,11,90,4,44,3
Player 8113,17,7,57,0,90,0
Player 715,11,18,13,3,29,0
Player 1412,7,17,187,2,78,3
Player 30,19,4,192,2,43,4
Player 1640,21,17,199,1,18,0
Player 1431,6,12,91,2,45,1
Player 6104,12,17,160,3,74,1
Player 9860,0,18,3,3,68,0
Player 4947,11,20,194,0,15,4
Player 3367,23,12,171,5,24,4
Player 5529,7,10,72,0,21,0
Player 7974,6,0,103,3,26,0
Player 3092,6,12,100,5,48,0
Player 277,0,14,80,0,3,4
Player 5458,18,24,82,1,8,2
Player 4391,14,1,37,0,22,0
Player 7231,17,22,123,2,56,2
Player 6516,12,0,73,2,50,1
Player 9855,9,19,68,4,14,2
Player 6796,13,10,197,4,54,3
Player 8610,0,10,58,2,38,0
Player 67,3,12,128,3,73,1
Player 5539,24,18,90,2,8,1
Player 3012,18,10,36,2,60,1
Player 7096,2,15,10,1,7,0
Player 2570,0,16,46,3,95,4
Player 6972,24,13,155,1,92,0
Player 6382,2,17,80,3,44,0
Player 6844,16,12,149,4,29,3
Player 3424,16,6,21,1,65,4
Player 4148,3,3,51,0,59,3
Player 6193,23,9,120,0,90,0
Player 5364,0,5,8,3,74,3
Player 45,18,2,28,1,23,2
Player 2490,2,9,119,0,39,1
Player 803,19,23,76,0,91,4
Player 1415,2,7,86,5,62,4
Player 4351,11,2,170,2,8,2
Player 3896,15,10,75,3,98,4
Player 7399,15,17,64,1,12,1
Player 8702,5,17,200,2,8,4
Player 4197,2,11,55,2,9,3
Player 4219,23,1,177,0,48,3
Player 1673,8,11,71,5,47,2
Player 5322,22,13,13,2,35,2
Player 2044,13,7,149,1,14,1
Player 2594,13,12,176,4,38,2
Player 5535,21,4,139,0,16,2
Player 1806,10,3,34,1,26,0
Player 288,11,3,175,2,78,1
Player 3494,16,21,25,3,70,4
Player 3042,0,12,171,5,85,2
Player 6507,11,24,22,3,60,1
Player 7148,18,8,164,1,2,2
Player 7294,4,9,0,1,12,2
Player 3124,17,24,123,4,38,2
Player 8285,21,8,114,2,75,0
Player 4792,21,16,47,5,78,2
Player 1801,23,0,12,1,94,2
Player 8138,2,19,100,1,60,4
Player 6688,11,13,199,5,83,2
Player 5765,20,17,144,0,23,1
Player 872,24,0,98,4,78,2
Player 1267,10,17,104,0,21,2
Player 4399,9,3,88,4,32,3
Player 9692,20,3,42,4,27,1
Player 9570,24,13,2,1,97,0
Player 1720,7,15,158,0,21,1
Player 799,9,22,119,5,47,1
Player 9598,23,20,59,3,75,0
Player 4438,6,1,95,4,16,0
Player 476,16,19,131,3,51,0
Player 4251,11,22,120,4,33,4
Player 1140,2,6,131,0,86,1
Player 9499,11,3,87,3,55,0
Player 3531,7,15,97,1,64,0
Player 9070,10,2,42,3,88,2
Player 5113,13,8,114,0,17,0
Player 631,6,18,106,4,1,4
Player 4234,16,12,13,0,35,0
Player 5161,7,16,97,0,20,2
Player 3589,20,7,167,1,94,4
Player 3512,14,23,136,0,14,0
Player 8247,21,4,42,3,67,4
Player 6645,8,12,135,2,49,2
Player 9311,3,6,28,0,82,0
Player 418,13,5,113,3,53,3
Player 7776,1,7,52,4,64,1
Player 6865,2,11,147,0,66,0
Player 759,17,21,31,3,44,0
Player 2149,11,20,32,2,81,1
Player 3243,3,0,41,0,91,4
Player 8983,7,6,149,4,58,4
Player 1621,19,10,119,5,4,3
Player 975,15,21,100,2,92,4
Player 4885,21,7,2,1,5,3
Player 5516,15,1,162,3,68,4
Player 6736,13,2,180,0,66,3
Player 2774,21,2,82,3,75,0
Player 429,10,23,42,1,76,2
Player 8019,17,5,125,4,27,0
Player 6022,0,23,48,5,20,1
Player 5577,12,13,66,3,42,1
Player 9334,0,13,21,3,84,0
Player 6939,1,5,57,4,26,2
Player 1718,9,13,52,2,75,2
Player 9845,2,17,179,3,12,4
Player 5582,13,22,99,0,23,0
Player 6708,5,15,134,4,90,3
Player 6123,13,18,98,4,1,3
Player 2254,3,0,151,1,63,4
Player 5019,13,8,183,1,41,3
Player 6407,20,12,111,1,31,0
Player 9209,6,0,137,4,53,1
Player 609,15,19,189,1,99,1
Player 7126,11,1,35,4,61,2
Player 424,0,3,72,5,18,0
Player 9023,13,20,32,2,58,1
Player 2593,5,13,12,3,13,2
Player 5270,22,17,61,0,83,4
Player 9332,12,21,158,3,99,0
Player 5604,2,23,41,3,29,3
Player 1453,24,8,191,0,39,1
Player 355,12,2,182,3,87,2
Player 8572,9,5,174,3,75,3
Player 5729,4,14,188,1,80,4
Player 5483,17,12,169,2,41,1
Player 9931,1,17,43,4,24,1
Player 9727,21,11,175,5,40,0
Player 4187,14,17,174,0,84,2
Player 6539,16,3,64,1,92,1
Player 1136,2,5,176,1,64,2
Player 2391,21,0,46,4,49,1
Player 4719,15,20,16,0,14,0
Player 3370,18,17,107,5,85,0
Player 6968,10,0,60,4,95,0
Player 6738,18,14,110,2,87,0
Player 8139,6,8,123,3,99,4
Player 1256,20,12,162,1,63,2
Player 35,20,19,31,2,77,4
Player 9848,19,2,38,5,19,3
Player 434,15,13,123,3,47,2
Player 9264,1,15,53,2,86,3
Player 6970,21,13,52,0,81,1
Player 4671,22,10,18,2,30,2
Player 463,16,24,90,5,53,2
Player 7980,2,20,158,0,49,4
Player 2354,10,1,103,0,32,3
Player 5498,12,14,60,1,26,2
Player 7416,11,5,160,4,88,2
Player 5991,21,16,156,4,24,2
Player 8748,10,8,15,2,32,2
Player 4116,10,8,78,0,50,2
Player 4192,10,17,92,1,41,1
Player 9892,21,8,191,0,76,4
Player 1117,17,13,179,4,36,2
Player 5615,20,6,176,1,58,3
Player 7891,23,14,84,1,22,4
Player 6480,9,6,0,0,7,3
Player 7949,7,22,182,2,23,4
Player 2312,24,9,62,5,65,1
Player 9375,4,24,180,5,87,2
Player 5536,15,8,21,3,21,0
Player 5901,7,11,84,5,91,1
Player 7319,24,11,63,0,63,0
Player 5058,1,8,58,0,31,4
Player 8644,24,11,69,3,86,1
Player 4544,18,3,136,3,58,2
Player 3223,12,17,62,1,64,3
Player 1004,3,11,155,0,2,2
Player 7548,16,2,72,5,57,1
Player 3799,18,19,149,1,87,3
Player 4339,2,6,138,2,63,3
Player 3469,6,16,108,4,64,1
Player 7628,7,19,93,4,41,0
Player 5485,21,1,78,5,48,2
Player 1378,21,21,99,0,63,2
Player 7202,6,22,6,3,37,1
Player 4826,8,1,65,5,9,3
Player 4477,7,1,148,0,81,2
Player 7146,4,4,37,4,41,0
Player 8696,7,0,199,5,32,4
Player 2744,22,0,173,1,54,3
Player 6880,16,1,91,4,2,3
Player 4876,20,16,172,2,17,2
Player 1126,12,10,195,1,72,0
Player 5377,13,14,84,5,22,2
Player 5830,23,17,175,3,83,3
Player 8884,6,5,102,4,30,1
Player 5487,8,4,97,1,26,3
Player 8977,16,12,81,1,51,3
Player 554,5,12,197,2,85,1
Player 2203,22,5,38,0,93,1
Player 5110,4,5,148,1,25,1
Player 2487,10,1,109,2,81,2
Player 3490,8,4,18,1,2,4
Player 102,23,23,153,1,53,4
Player 5788,9,20,39,2,21,1
Player 1602,22,12,25,4,89,3
Player 173,2,0,164,1,3,4
Player 6593,22,19,149,1,36,0
Player 1013,17,10,70,3,97,1
Player 8831,14,15,175,1,91,4
Player 6669,17,20,143,3,84,1
Player 3933,0,6,92,5,5,2
Player 1839,3,1,30,4,92,4
Player 5289,20,17,71,1,35,0
Player 5438,14,13,66,0,10,3
Player 921,22,24,8,2,72,2
Player 2390,15,20,55,0,23,2
Player 3594,17,12,150,4,89,2
Player 4145,2,20,93,4,16,2
Player 802,10,13,108,1,64,0
Player 1110,6,17,67,3,17,3
Player 2607,15,24,106,3,80,1
Player 1596,10,5,24,5,8,0
Player 5826,0,19,116,1,20,2
Player 252,6,6,64,1,16,0
Player 5904,15,13,64,3,86,0
Player 4336,1,16,1,0,11,4
Player 3024,3,24,90,3,48,3
Player 5212,21,20,113,1,85,0
Player 5875,14,21,17,2,60,4
Player 851,21,2,81,3,8,2
Player 6706,13,4,93,5,86,3
Player 7973,7,13,58,1,53,4
Player 5356,1,4,60,2,7,0
Player 4226,15,22,115,5,54,3
Player 244,11,7,188,3,12,2
Player 3280,24,21,127,1,9,3
Player 4712,22,18,51,1,61,1
Player 536,19,16,78,4,71,4
Player 5933,15,24,133,3,39,1
Player 8778,22,24,44,2,87,0
Player 9393,16,24,130,0,5,2
Player 9784,1,18,125,5,60,4
Player 2718,18,14,162,5,85,1
Player 88,14,13,182,3,88,1
Player 971,7,13,128,5,18,3
Player 3540,10,5,21,2,21,4
Player 4633,3,1,120,3,65,2
Player 8186,2,17,75,1,75,3
Player 732,10,15,56,3,6,4
Player 7385,5,16,15,1,25,1
Player 6831,0,3,73,5,53,1
Player 5083,12,23,188,5,64,1
Player 1137,15,3,71,3,48,3
Player 4113,1,15,59,5,16,0
Player 3339,3,9,55,5,61,0
Player 7810,20,8,133,0,26,3
Player 7334,6,16,23,5,26,3
Player 855,16,16,148,4,24,0
Player 3186,18,10,161,4,32,1
Player 4419,23,11,124,5,93,0
Player 7759,22,6,157,4,82,4
Player 8736,24,5,173,5,66,1
Player 3401,1,18,15,2,21,2
Player 3295,9,20,35,1,46,4
