ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level
Player 939,7,23,67,5,42
Player 566,17,17,12,0,46
Player 676,12,12,37,4,90
Player 853,17,11,59,1,52
Player 701,21,22,105,3,1
Player 407,8,1,30,1,27
Player 433,2,22,4,1,71
Player 760,15,20,155,5,69
Player 428,0,9,5,3,52
Player 897,1,19,178,5,57
Player 920,19,9,12,0,3
Player 587,18,22,27,1,11
Player 172,6,5,81,1,59
Player 134,20,0,71,4,88
Player 777,11,16,184,4,91
Player 721,5,24,51,1,25
Player 840,17,11,59,2,75
Player 359,3,15,147,2,38
Player 651,22,10,199,5,48
Player 316,6,7,156,2,59
Player 967,24,13,111,4,86
Player 851,16,5,180,4,38
Player 314,5,20,40,5,81
Player 845,13,11,111,0,53
Player 933,15,6,161,4,94
Player 115,14,13,56,3,65
Player 523,11,21,190,2,20
Player 903,4,8,48,3,50
Player 963,19,12,181,3,57
Player 635,11,6,149,4,13
Player 871,21,3,163,2,26
Player 935,14,22,2,0,67
Player 373,6,2,50,1,11
Player 241,1,4,49,1,33
Player 516,2,1,62,5,75
Player 734,13,19,128,4,21
Player 648,19,12,65,3,19
Player 755,1,0,161,5,4
Player 305,10,18,85,1,52
Player 201,22,3,80,4,63
Player 605,19,24,71,1,9
Player 287,21,21,102,0,12
Player 744,13,6,76,3,31
Player 942,23,12,16,3,71
Player 717,18,19,83,1,21
Player 761,21,0,16,2,65
Player 887,24,0,142,5,68
Player 846,21,13,2,3,93
Player 946,10,14,184,4,80
Player 153,7,24,132,2,58
Player 731,18,2,4,3,40
Player 850,21,13,39,0,25
Player 908,19,15,96,0,21
Player 972,22,0,161,4,96
Player 915,22,19,148,4,67
Player 515,1,16,200,5,10
Player 770,8,13,81,5,90
Player 992,21,13,101,1,25
Player 370,10,6,125,1,25
Player 422,2,7,61,5,24
Player 435,15,18,21,4,29
Player 475,2,11,29,1,28
Player 467,21,2,174,4,81
Player 938,11,4,142,3,97
Player 31,14,1,141,2,95
Player 142,19,2,78,5,44
Player 543,19,2,83,2,98
Player 814,13,2,146,1,49
Player 596,22,4,6,3,13
Player 329,12,2,113,3,23
Player 618,22,4,196,5,26
Player 605,19,24,71,1,9
Player 788,24,13,11,2,24
Player 686,18,8,151,4,19
Player 59,20,24,63,4,92
Player 108,22,0,17,5,81
Player 584,2,21,59,5,28
Player 803,12,5,25,3,16
Player 505,21,9,102,3,23
Player 429,18,4,171,3,14
Player 915,22,19,148,4,67
Player 52,9,0,148,3,28
Player 17,3,5,153,3,23
Player 635,11,6,149,4,13
Player 958,6,5,7,0,97
Player 92,21,0,65,3,89
Player 638,13,22,61,5,67
Player 698,15,21,45,0,73
Player 111,2,2,136,1,35
Player 387,14,4,46,4,59
Player 938,11,4,142,3,97
Player 896,20,5,147,2,44
Player 128,7,19,30,0,24
Player 159,21,22,89,1,32
Player 536,7,21,137,1,29
Player 755,1,0,161,5,4
Player 185,4,15,28,0,10
Player 218,23,9,8,5,27
Player 522,2,9,40,4,49
Player 482,17,5,35,5,86
Player 848,5,17,71,0,60
Player 890,1,20,31,3,46
Player 221,2,10,193,3,36
Player 736,8,12,85,2,14
Player 82,10,19,18,0,39
Player 340,4,3,38,0,62
Player 675,21,1,187,2,84
Player 742,4,22,107,4,0
Player 17,3,5,153,3,23
Player 93,5,12,72,3,12
Player 518,23,3,90,5,33
Player 946,10,14,184,4,80
Player 862,9,10,168,5,9
Player 372,19,23,152,2,97
Player 225,8,14,33,2,18
Player 300,4,20,77,3,71
Player 167,10,3,82,3,43
Player 563,18,5,190,1,67
Player 787,15,1,154,4,61
Player 831,4,18,26,0,29
Player 995,18,15,97,3,30
Player 720,14,0,93,2,39
Player 685,0,18,31,2,86
Player 861,17,10,63,1,7
Player 369,7,13,132,0,59
Player 290,12,22,154,3,96
Player 812,2,4,158,0,25
Player 585,14,16,103,3,23
Player 963,19,12,181,3,57
Player 428,0,9,5,3,52
Player 559,11,23,105,4,79
Player 747,4,14,119,5,90
Player 853,17,11,59,1,52
Player 540,0,16,15,3,45
Player 844,6,3,86,4,91
Player 999,15,0,170,1,83
Player 257,0,2,84,0,66
Player 874,8,16,104,3,98
Player 310,17,7,133,4,28
Player 286,16,1,37,1,26
Player 149,15,1,126,0,94
Player 408,16,19,114,3,0
Player 283,21,4,147,0,6
Player 640,24,7,125,4,77
Player 289,20,15,76,0,80
Player 480,23,1,162,1,95
Player 906,5,11,159,1,96
Player 112,7,2,82,1,37
Player 225,8,14,33,2,18
Player 567,21,12,38,0,96
Player 605,19,24,71,1,9
Player 967,24,13,111,4,86
Player 867,2,14,81,5,53
Player 400,9,10,31,0,1
Player 199,18,17,191,3,35
Player 827,23,7,79,5,62
Player 734,13,19,128,4,21
Player 813,15,22,148,1,64
Player 188,16,20,44,5,32
Player 933,15,6,161,4,94
Player 19,11,12,136,4,42
Player 897,1,19,178,5,57
Player 189,21,8,91,5,42
Player 470,17,9,80,5,63
Player 819,21,23,176,1,17
Player 934,4,16,47,1,50
Player 523,11,21,190,2,20
Player 628,10,5,20,4,11
Player 601,2,22,74,4,15
Player 557,18,9,42,0,45
Player 19,11,12,136,4,42
Player 49,23,9,9,1,67
Player 40,20,17,175,2,31
Player 209,17,9,120,4,43
Player 49,23,9,9,1,67
Player 989,13,11,116,0,69
Player 679,14,10,52,2,34
Player 646,10,19,160,1,87
Player 555,11,5,114,2,72
Player 449,11,16,127,4,36
Player 939,7,23,67,5,42
Player 761,21,0,16,2,65
Player 725,15,3,189,4,100
Player 809,3,12,7,3,80
Player 340,4,3,38,0,62
Player 777,11,16,184,4,91
Player 458,0,13,45,3,20
Player 566,17,17,12,0,46
Player 862,9,10,168,5,9
Player 364,21,18,114,5,96
Player 192,14,19,167,3,67
Player 60,23,8,92,5,100
Player 587,18,22,27,1,11
Player 211,24,2,169,5,20
Player 899,7,2,82,4,97
Player 696,22,5,82,1,43
Player 798,10,10,156,3,100
Player 494,0,18,53,2,21
Player 198,4,4,41,3,18
Player 100,4,3,90,5,19
Player 91,14,14,29,3,47
Player 555,11,5,114,2,72
Player 275,5,2,32,5,67
Player 607,10,20,53,0,75
Player 96,4,9,191,0,84
Player 159,21,22,89,1,32
Player 734,13,19,128,4,21
Player 751,2,5,186,0,35
Player 546,19,1,52,4,41
Player 558,24,7,27,0,23
Player 951,21,20,54,0,71
Player 677,12,3,11,2,75
Player 671,14,12,53,0,4
Player 927,16,10,110,1,42
Player 603,11,0,44,0,12
Player 560,21,14,85,1,51
Player 132,13,10,113,3,75
Player 113,2,0,128,3,17
Player 590,12,4,14,3,64
Player 883,21,18,163,4,83
Player 490,20,4,146,4,70
Player 839,11,22,152,1,9
Player 952,23,20,195,5,3
Player 684,8,22,5,4,95
Player 698,15,21,45,0,73
Player 886,21,3,70,0,96
Player 767,7,14,52,1,47
Player 800,13,10,82,2,45
Player 415,11,22,95,1,89
Player 1,11,12,112,0,95
Player 993,14,8,156,5,65
Player 550,17,11,163,3,73
Player 815,10,9,155,2,55
Player 493,20,4,119,2,50
Player 674,2,7,144,1,76
Player 71,20,12,194,5,74
Player 91,14,14,29,3,47
Player 310,17,7,133,4,28
Player 248,18,11,21,4,60
Player 65,20,7,104,2,79
Player 603,11,0,44,0,12
Player 650,11,7,195,0,41
Player 386,23,11,48,0,57
Player 565,19,14,119,1,1
Player 107,21,8,101,3,55
Player 783,18,21,123,1,95
Player 799,1,3,138,5,90
Player 832,15,12,150,5,81
Player 17,3,5,153,3,23
Player 857,1,24,7,2,70
Player 195,14,17,95,1,19
Player 870,23,5,79,4,68
Player 866,18,24,34,2,86
Player 176,24,22,51,2,81
Player 339,13,4,48,3,85
Player 180,15,9,182,2,100
Player 180,15,9,182,2,100
Player 623,20,1,103,3,23
Player 617,3,0,134,3,48
Player 731,18,2,4,3,40
Player 497,12,20,184,4,22
Player 39,9,24,16,4,72
Player 136,16,22,131,1,94
Player 793,5,14,35,0,62
Player 4,0,24,136,3,4
Player 539,21,11,147,2,32
Player 529,11,2,70,3,35
Player 754,19,12,30,4,8
Player 214,16,23,51,5,26
Player 143,13,22,22,4,48
Player 880,6,13,0,4,65
Player 981,9,15,77,4,4
Player 478,6,20,9,2,100
Player 184,16,8,189,0,9
Player 960,12,7,3,3,38
Player 484,2,1,66,0,55
Player 982,11,16,60,3,16
Player 454,5,0,7,5,29
Player 708,22,10,60,0,56
Player 428,0,9,5,3,52
Player 401,19,3,2,1,20
Player 604,8,19,136,3,36
Player 803,12,5,25,3,16
Player 502,21,5,62,3,70
Player 10,5,2,33,4,70
Player 898,17,21,176,4,51
Player 11,14,2,7,2,85
Player 744,13,6,76,3,31
Player 723,18,2,2,3,6
Player 131,23,12,157,0,66
Player 118,14,8,12,2,82
Player 958,6,5,7,0,97
Player 516,2,1,62,5,75
Player 441,14,18,150,5,13
Player 992,21,13,101,1,25
Player 610,11,11,100,1,59
Player 545,4,22,141,3,15
Player 329,12,2,113,3,23
Player 597,20,23,133,4,46
Player 957,14,3,5,4,99
Player 103,1,21,68,2,23
Player 105,12,16,137,4,98
Player 902,10,12,150,0,7
Player 946,10,14,184,4,80
Player 15,1,15,99,3,58
Player 513,13,16,189,3,59
Player 193,18,8,47,3,11
Player 330,24,15,171,0,37
Player 441,14,18,150,5,13
Player 343,12,4,21,5,61
Player 820,6,13,40,2,77
Player 314,5,20,40,5,81
Player 113,2,0,128,3,17
Player 910,6,18,119,5,45
Player 817,23,15,190,4,22
Player 597,20,23,133,4,46
Player 67,20,0,138,4,9
Player 395,8,19,60,5,13
Player 123,11,6,46,1,2
Player 749,18,22,122,1,7
Player 476,5,1,4,2,25
Player 457,16,3,23,1,2
Player 249,20,22,10,4,31
Player 392,17,19,167,2,84
Player 844,6,3,86,4,91
Player 371,3,3,71,0,0
Player 977,7,16,127,4,24
Player 249,20,22,10,4,31
Player 359,3,15,147,2,38
Player 731,18,2,4,3,40
Player 811,7,22,12,0,55
Player 300,4,20,77,3,71
Player 392,17,19,167,2,84
Player 59,20,24,63,4,92
Player 765,23,3,21,0,2
Player 282,18,21,77,4,12
Player 536,7,21,137,1,29
Player 156,23,3,69,2,1
Player 501,18,3,120,0,64
Player 243,16,6,127,3,19
Player 242,14,2,69,5,5
Player 426,15,3,187,3,7
Player 692,8,6,124,0,17
Player 28,9,22,50,3,16
Player 744,13,6,76,3,31
Player 363,4,8,54,3,94
Player 351,1,15,198,3,24
Player 478,6,20,9,2,100
Player 959,4,12,197,1,50
Player 988,18,8,12,2,95
Player 312,7,16,173,0,40
Player 235,21,10,42,1,6
Player 709,5,7,158,4,45
Player 88,6,23,135,0,36
Player 35,22,12,81,3,37
Player 382,17,8,10,0,34
Player 490,20,4,146,4,70
Player 832,15,12,150,5,81
Player 758,10,16,51,3,90
Player 54,6,2,141,4,41
Player 481,2,21,95,5,26
Player 289,20,15,76,0,80
Player 321,15,15,8,5,77
Player 955,0,15,124,5,80
Player 616,24,1,96,0,5
Player 696,22,5,82,1,43
Player 911,17,10,11,0,53
Player 933,15,6,161,4,94
Player 105,12,16,137,4,98
Player 468,20,5,29,3,3
Player 18,10,6,127,4,23
Player 889,20,10,62,1,51
Player 333,15,5,194,0,57
Player 359,3,15,147,2,38
Player 805,10,22,122,2,12
Player 532,21,19,5,0,98
Player 7,7,11,47,0,8
Player 66,22,15,122,1,67
Player 600,5,13,53,4,65
Player 105,12,16,137,4,98
Player 857,1,24,7,2,70
Player 902,10,12,150,0,7
Player 470,17,9,80,5,63
Player 829,15,2,42,5,26
Player 480,23,1,162,1,95
Player 905,24,0,20,1,31
Player 825,6,16,19,2,38
Player 981,9,15,77,4,4
Player 268,17,11,89,0,44
Player 176,24,22,51,2,81
Player 605,19,24,71,1,9
Player 848,5,17,71,0,60
Player 934,4,16,47,1,50
Player 881,5,2,44,2,43
Player 389,8,6,108,5,99
Player 96,4,9,191,0,84
Player 578,2,22,150,4,65
Player 954,11,17,15,0,41
Player 400,9,10,31,0,1
Player 684,8,22,5,4,95
Player 501,18,3,120,0,64
Player 174,13,6,49,5,34
Player 405,1,2,143,1,12
Player 899,7,2,82,4,97
Player 176,24,22,51,2,81
Player 916,20,19,109,0,63
Player 250,0,12,34,4,42
Player 989,13,11,116,0,69
Player 978,18,1,22,0,98
Player 544,2,2,12,5,64
Player 449,11,16,127,4,36
Player 235,21,10,42,1,6
Player 412,12,7,127,1,62
Player 767,7,14,52,1,47
Player 57,20,24,171,5,25
Player 766,16,6,190,4,100
Player 492,8,19,132,3,7
Player 541,0,3,135,5,48
Player 761,21,0,16,2,65
Player 47,22,15,24,4,93
Player 458,0,13,45,3,20
Player 187,20,12,45,1,25
Player 452,18,2,37,0,83
Player 538,3,18,152,5,51
Player 481,2,21,95,5,26
Player 528,24,16,65,4,33
Player 228,19,4,32,3,56
Player 51,15,13,190,3,81
Player 728,8,22,191,4,68
Player 847,4,13,126,5,43
Player 806,5,11,175,2,50
Player 141,20,6,192,4,58
Player 465,8,16,141,2,95
Player 724,20,15,88,5,31
Player 268,17,11,89,0,44
Player 618,22,4,196,5,26
Player 365,10,18,188,3,87
Player 456,10,20,152,3,9
Player 754,19,12,30,4,8
Player 852,22,22,66,5,26
Player 88,6,23,135,0,36
Player 637,9,18,114,2,79
Player 51,15,13,190,3,81
Player 736,8,12,85,2,14
Player 897,1,19,178,5,57
Player 992,21,13,101,1,25
Player 279,4,19,109,0,47
Player 642,12,14,96,0,24
Player 596,22,4,6,3,13
Player 323,17,14,83,5,12
Player 199,18,17,191,3,35
Player 952,23,20,195,5,3
Player 688,1,7,130,0,77
Player 101,4,5,168,5,22
Player 76,2,1,72,3,43
Player 375,1,18,26,1,9
Player 2,13,14,67,0,34
Player 99,0,15,199,3,5
Player 334,21,15,167,3,35
Player 457,16,3,23,1,2
Player 797,9,8,102,3,28
Player 61,24,22,17,4,26
Player 163,9,8,128,5,34
Player 607,10,20,53,0,75
Player 806,5,11,175,2,50
Player 388,10,24,39,5,57
Player 498,19,1,188,4,0
Player 419,6,22,74,4,13
Player 912,23,10,29,0,75
Player 55,23,22,149,2,35
Player 663,23,20,57,1,60
Player 846,21,13,2,3,93
Player 883,21,18,163,4,83
Player 198,4,4,41,3,18
Player 153,7,24,132,2,58
Player 885,22,10,156,1,52
Player 926,17,22,200,5,29
Player 955,0,15,124,5,80
Player 561,10,20,66,0,26
Player 76,2,1,72,3,43
Player 736,8,12,85,2,14
Player 265,16,14,31,0,39
Player 173,14,14,79,1,92
Player 824,0,2,36,5,81
Player 562,18,1,4,4,52
Player 471,24,20,5,0,86
Player 431,3,8,115,1,5
Player 965,10,16,174,5,42
Player 754,19,12,30,4,8
Player 529,11,2,70,3,35
Player 364,21,18,114,5,96
Player 941,19,9,48,0,97
Player 665,13,6,169,5,69
Player 84,11,13,2,3,6
Player 635,11,6,149,4,13
Player 225,8,14,33,2,18
Player 143,13,22,22,4,48
Player 292,20,19,32,4,9
Player 108,22,0,17,5,81
Player 629,24,4,136,1,50
Player 540,0,16,15,3,45
Player 448,6,6,189,2,57
Player 749,18,22,122,1,7
Player 309,16,9,96,0,27
Player 213,19,15,149,5,98
Player 765,23,3,21,0,2
Player 497,12,20,184,4,22
Player 524,11,19,12,2,9
Player 928,6,13,109,5,84
Player 988,18,8,12,2,95
Player 55,23,22,149,2,35
Player 696,22,5,82,1,43
Player 414,22,0,184,4,84
Player 431,3,8,115,1,5
Player 163,9,8,128,5,34
Player 63,4,16,53,3,51
Player 837,21,16,140,5,43
Player 714,2,1,66,0,63
Player 150,4,11,50,5,51
Player 961,24,13,186,1,67
Player 329,12,2,113,3,23
Player 977,7,16,127,4,24
Player 254,20,24,198,2,32
Player 758,10,16,51,3,90
Player 849,11,20,103,0,22
Player 290,12,22,154,3,96
Player 662,17,0,144,4,13
Player 645,8,24,28,5,91
Player 152,24,6,45,1,27
Player 56,3,0,157,2,87
Player 381,18,23,128,1,5
Player 738,0,0,52,1,19
Player 637,9,18,114,2,79
Player 917,5,20,68,1,46
Player 542,3,12,32,0,72
Player 821,19,22,26,4,96
Player 576,14,22,198,1,22
Player 450,24,21,167,3,86
Player 855,5,12,164,1,2
Player 204,13,9,30,4,58
Player 765,23,3,21,0,2
Player 720,14,0,93,2,39
Player 286,16,1,37,1,26
Player 771,23,9,108,0,6
Player 629,24,4,136,1,50
Player 19,11,12,136,4,42
Player 954,11,17,15,0,41
Player 983,3,20,185,0,35
Player 540,0,16,15,3,45
Player 997,11,22,35,0,87
Player 874,8,16,104,3,98
Player 618,22,4,196,5,26
Player 222,8,21,43,2,43
Player 550,17,11,163,3,73
Player 711,20,11,39,1,44
Player 709,5,7,158,4,45
Player 121,21,19,35,3,21
Player 786,24,23,179,4,0
Player 219,17,10,97,1,38
Player 107,21,8,101,3,55
Player 28,9,22,50,3,16
Player 240,13,4,153,1,8
Player 546,19,1,52,4,41
Player 745,16,20,64,5,21
Player 45,0,16,183,2,70
Player 415,11,22,95,1,89
Player 135,14,15,187,5,96
Player 121,21,19,35,3,21
Player 977,7,16,127,4,24
Player 800,13,10,82,2,45
Player 164,19,24,42,3,77
Player 495,16,24,195,0,30
Player 262,18,24,113,0,89
Player 248,18,11,21,4,60
Player 439,22,4,70,3,41
Player 228,19,4,32,3,56
Player 833,11,21,41,0,97
Player 445,4,8,181,3,59
Player 304,11,0,80,2,17
Player 636,11,21,150,4,33
Player 674,2,7,144,1,76
Player 654,13,7,134,3,78
Player 478,6,20,9,2,100
Player 575,20,16,172,3,80
Player 450,24,21,167,3,86
Player 272,15,6,7,1,81
Player 525,18,19,65,1,60
Player 968,17,4,171,1,92
Player 71,20,12,194,5,74
Player 585,14,16,103,3,23
Player 253,15,7,126,1,71
Player 762,1,4,22,4,72
Player 80,0,9,39,4,89
Player 377,21,1,27,4,13
Player 86,20,23,20,4,57
Player 262,18,24,113,0,89
Player 648,19,12,65,3,19
Player 632,2,2,69,4,55
Player 961,24,13,186,1,67
Player 280,17,1,149,2,91
Player 834,8,16,158,0,52
Player 916,20,19,109,0,63
Player 996,11,12,84,3,20
Player 320,11,7,71,3,4
Player 749,18,22,122,1,7
Player 295,4,24,178,1,92
Player 882,9,3,38,4,84
Player 799,1,3,138,5,90
Player 510,15,13,190,0,1
Player 430,7,5,159,2,66
Player 881,5,2,44,2,43
Player 495,16,24,195,0,30
Player 924,22,2,17,1,100
Player 906,5,11,159,1,96
Player 544,2,2,12,5,64
Player 413,2,7,90,4,14
Player 488,24,5,113,2,76
Player 552,12,6,108,0,92
Player 953,21,7,71,1,89
Player 745,16,20,64,5,21
Player 135,14,15,187,5,96
Player 822,19,12,5,2,92
Player 45,0,16,183,2,70
Player 401,19,3,2,1,20
Player 810,13,23,3,4,19
Player 245,12,4,22,5,26
Player 549,20,23,171,0,79
Player 713,23,5,47,5,53
Player 520,2,10,29,4,84
Player 126,13,10,134,0,45
Player 999,15,0,170,1,83
Player 494,0,18,53,2,21
Player 343,12,4,21,5,61
Player 388,10,24,39,5,57
Player 368,5,2,119,4,46
Player 479,14,4,112,2,35
Player 851,16,5,180,4,38
Player 470,17,9,80,5,63
Player 945,13,24,110,5,26
Player 900,8,17,95,0,10
Player 673,5,17,178,0,92
Player 840,17,11,59,2,75
Player 489,2,14,84,4,19
Player 147,1,4,65,3,77
Player 182,17,8,157,5,50
Player 53,16,1,50,4,31
Player 971,16,13,55,1,90
Player 359,3,15,147,2,38
Player 623,20,1,103,3,23
Player 321,15,15,8,5,77
Player 960,12,7,3,3,38
Player 459,20,5,162,2,51
Player 779,9,13,196,3,39
Player 430,7,5,159,2,66
Player 921,5,15,131,5,1
Player 936,22,11,17,5,89
Player 159,21,22,89,1,32
Player 524,11,19,12,2,9
Player 332,1,12,190,1,86
Player 886,21,3,70,0,96
Player 189,21,8,91,5,42
Player 807,24,12,13,4,7
Player 110,6,17,14,3,94
Player 791,17,17,183,2,65
Player 885,22,10,156,1,52
Player 972,22,0,161,4,96
Player 927,16,10,110,1,42
Player 898,17,21,176,4,51
Player 323,17,14,83,5,12
Player 189,21,8,91,5,42
Player 707,18,9,103,3,24
Player 313,19,21,16,3,9
Player 391,5,6,43,2,31
Player 334,21,15,167,3,35
Player 805,10,22,122,2,12
Player 616,24,1,96,0,5
Player 861,17,10,63,1,7
Player 968,17,4,171,1,92
Player 286,16,1,37,1,26
Player 39,9,24,16,4,72
Player 428,0,9,5,3,52
Player 433,2,22,4,1,71
Player 358,19,20,101,3,96
Player 483,6,24,158,2,83
Player 275,5,2,32,5,67
Player 424,14,8,121,4,66
Player 274,24,2,142,2,87
Player 342,9,15,187,2,13
Player 388,10,24,39,5,57
Player 807,24,12,13,4,7
Player 523,11,21,190,2,20
Player 210,17,22,19,5,26
Player 666,17,16,9,1,4
Player 83,7,9,58,3,30
Player 832,15,12,150,5,81
Player 589,18,16,169,5,62
Player 891,13,18,89,3,64
Player 334,21,15,167,3,35
Player 908,19,15,96,0,21
Player 520,2,10,29,4,84
Player 245,12,4,22,5,26
Player 810,13,23,3,4,19
Player 232,8,16,175,2,0
Player 670,8,2,183,1,73
Player 44,17,23,94,5,45
Player 694,13,16,139,1,75
Player 622,21,6,52,4,89
Player 909,12,16,129,5,84
Player 427,11,0,58,0,91
Player 269,23,20,198,1,54
Player 499,4,21,129,5,75
Player 733,3,0,59,5,90
Player 129,9,23,15,4,18
Player 653,0,21,16,0,32
Player 482,17,5,35,5,86
Player 308,21,21,175,3,9
Player 49,23,9,9,1,67
Player 718,2,4,36,2,17
Player 515,1,16,200,5,10
Player 902,10,12,150,0,7
Player 857,1,24,7,2,70
Player 828,24,1,160,1,37
Player 573,9,22,192,4,77
Player 87,12,2,74,4,39
Player 656,19,2,4,0,21
Player 944,6,0,193,4,67
Player 527,6,23,92,3,38
Player 799,1,3,138,5,90
Player 83,7,9,58,3,30
Player 778,22,0,22,2,86
Player 859,1,2,63,4,98
Player 719,15,5,74,5,30
Player 729,19,9,58,4,77
Player 730,12,3,70,2,98
Player 642,12,14,96,0,24
Player 219,17,10,97,1,38
Player 983,3,20,185,0,35
Player 63,4,16,53,3,51
Player 701,21,22,105,3,1
Player 401,19,3,2,1,20
Player 220,12,20,99,1,49
Player 434,11,3,122,4,5
Player 695,13,21,62,0,27
Player 881,5,2,44,2,43
Player 999,15,0,170,1,83
Player 182,17,8,157,5,50
Player 228,19,4,32,3,56
Player 777,11,16,184,4,91
Player 519,15,12,120,5,13
Player 411,23,12,105,5,88
Player 887,24,0,142,5,68
Player 671,14,12,53,0,4
Player 694,13,16,139,1,75
Player 106,20,14,98,1,97
Player 929,21,18,89,5,31
Player 612,20,12,108,1,15
Player 541,0,3,135,5,48
Player 707,18,9,103,3,24
Player 371,3,3,71,0,0
Player 780,2,10,113,5,4
Player 794,12,13,50,3,21
Player 524,11,19,12,2,9
Player 121,21,19,35,3,21
Player 37,22,6,128,3,43
Player 583,8,12,142,2,56
Player 129,9,23,15,4,18
Player 745,16,20,64,5,21
Player 728,8,22,191,4,68
Player 447,17,19,160,2,62
Player 870,23,5,79,4,68
Player 783,18,21,123,1,95
Player 894,21,7,197,1,18
Player 580,16,24,73,5,58
Player 950,12,4,171,2,15
Player 332,1,12,190,1,86
Player 496,10,15,53,5,68
Player 372,19,23,152,2,97
Player 510,15,13,190,0,1
Player 96,4,9,191,0,84
Player 804,20,10,9,1,24
Player 509,7,3,4,5,52
Player 933,15,6,161,4,94
Player 251,0,7,50,5,51
Player 832,15,12,150,5,81
Player 494,0,18,53,2,21
Player 793,5,14,35,0,62
Player 267,4,11,195,2,98
Player 159,21,22,89,1,32
Player 232,8,16,175,2,0
Player 748,2,20,70,0,41
Player 62,10,7,68,4,51
Player 4,0,24,136,3,4
Player 707,18,9,103,3,24
Player 871,21,3,163,2,26
Player 20,11,14,122,1,78
Player 195,14,17,95,1,19
Player 63,4,16,53,3,51
Player 391,5,6,43,2,31
Player 371,3,3,71,0,0
Player 884,6,20,157,0,58
Player 370,10,6,125,1,25
Player 499,4,21,129,5,75
Player 344,12,21,142,3,91
Player 742,4,22,107,4,0
Player 21,6,16,47,1,88
Player 654,13,7,134,3,78
Player 236,16,1,106,1,90
Player 549,20,23,171,0,79
Player 938,11,4,142,3,97
Player 197,18,24,145,4,7
Player 950,12,4,171,2,15
Player 476,5,1,4,2,25
Player 978,18,1,22,0,98
Player 800,13,10,82,2,45
Player 897,1,19,178,5,57
Player 121,21,19,35,3,21
Player 950,12,4,171,2,15
Player 677,12,3,11,2,75
Player 323,17,14,83,5,12
Player 382,17,8,10,0,34
Player 761,21,0,16,2,65
Player 383,13,0,37,0,2
Player 563,18,5,190,1,67
Player 309,16,9,96,0,27
Player 13,1,14,148,3,75
Player 905,24,0,20,1,31
Player 621,1,21,71,0,78
Player 426,15,3,187,3,7
Player 872,1,20,4,0,94
Player 664,1,17,54,4,65
Player 683,7,19,111,5,14
Player 129,9,23,15,4,18
Player 274,24,2,142,2,87
Player 157,9,6,115,4,41
Player 872,1,20,4,0,94
Player 534,18,15,44,4,20
Player 879,1,7,127,3,34
Player 507,11,15,7,3,53
Player 904,3,13,145,1,53
Player 613,23,1,155,4,72
Player 860,0,19,20,4,84
Player 497,12,20,184,4,22
Player 757,1,18,4,5,33
Player 336,14,13,109,5,50
Player 286,16,1,37,1,26
Player 310,17,7,133,4,28
Player 444,21,16,69,1,36
Player 119,2,0,119,1,12
Player 614,10,6,170,1,39
Player 580,16,24,73,5,58
Player 116,10,11,55,3,53
Player 792,9,16,140,2,30
Player 425,13,20,95,4,38
Player 470,17,9,80,5,63
Player 650,11,7,195,0,41
Player 446,20,11,190,2,69
Player 222,8,21,43,2,43
Player 919,7,8,188,3,34
Player 917,5,20,68,1,46
Player 830,1,3,77,4,10
Player 86,20,23,20,4,57
Player 602,18,9,117,2,0
Player 763,2,24,28,5,100
Player 88,6,23,135,0,36
Player 157,9,6,115,4,41
Player 203,6,16,170,2,85
Player 132,13,10,113,3,75
Player 895,20,11,198,2,32
Player 421,0,12,2,5,30
Player 97,4,10,56,1,23
Player 418,23,10,67,0,90
Player 378,5,22,16,4,35
Player 850,21,13,39,0,25
Player 567,21,12,38,0,96
Player 490,20,4,146,4,70
Player 900,8,17,95,0,10
Player 353,9,1,146,3,80
Player 827,23,7,79,5,62
Player 355,1,5,176,0,85
Player 687,22,4,170,2,56
Player 810,13,23,3,4,19
Player 669,12,13,199,2,96
Player 415,11,22,95,1,89
Player 652,21,22,90,3,71
Player 579,23,23,83,1,11
Player 37,22,6,128,3,43
Player 732,3,11,113,3,58
Player 36,9,16,25,2,10
Player 392,17,19,167,2,84
Player 260,16,2,154,0,80
Player 40,20,17,175,2,31
Player 45,0,16,183,2,70
Player 677,12,3,11,2,75
Player 514,6,17,64,3,28
Player 996,11,12,84,3,20
Player 708,22,10,60,0,56
Player 680,18,24,135,2,53
Player 136,16,22,131,1,94
Player 8,24,24,56,3,100
Player 571,3,23,146,3,85
Player 698,15,21,45,0,73
Player 336,14,13,109,5,50
Player 420,12,7,132,0,33
Player 781,23,2,74,5,73
Player 280,17,1,149,2,91
Player 978,18,1,22,0,98
Player 589,18,16,169,5,62
Player 641,16,16,195,1,32
Player 241,1,4,49,1,33
Player 982,11,16,60,3,16
Player 327,11,8,13,1,92
Player 213,19,15,149,5,98
Player 945,13,24,110,5,26
Player 657,10,16,126,0,61
Player 884,6,20,157,0,58
Player 142,19,2,78,5,44
Player 462,7,23,198,4,63
Player 299,2,16,35,0,72
Player 510,15,13,190,0,1
Player 745,16,20,64,5,21
Player 105,12,16,137,4,98
Player 80,0,9,39,4,89
Player 803,12,5,25,3,16
Player 964,21,23,142,2,92
Player 519,15,12,120,5,13
Player 748,2,20,70,0,41
Player 336,14,13,109,5,50
Player 102,17,23,98,5,6
Player 55,23,22,149,2,35
Player 551,17,18,121,3,100
Player 37,22,6,128,3,43
