ID,Play Frequency,Time Since Played,Latency,Infractions,Skill Level
Player 930,12,164,18,0,6
Player 931,11,112,24,3,22
Player 932,13,21,11,1,28
Player 933,7,100,6,2,35
Player 934,20,196,1,2,99
Player 935,2,14,8,5,41
Player 936,13,85,2,3,16
Player 937,21,113,11,3,21
Player 938,5,174,18,5,34
Player 939,18,165,8,3,6
Player 940,9,97,15,2,38
Player 941,6,94,9,0,56
Player 942,16,66,17,0,46
Player 943,0,154,14,1,16
Player 944,18,170,8,2,22
Player 945,23,18,8,0,14
Player 946,0,41,13,1,90
Player 947,3,115,12,3,54
Player 948,15,122,24,4,43
Player 949,21,11,20,1,88
Player 950,2,3,11,2,92
Player 951,20,18,19,5,44
Player 952,8,177,19,0,41
Player 953,17,71,10,5,48
Player 954,5,46,24,5,4
Player 955,24,100,4,5,12
Player 956,23,138,20,4,69
Player 957,11,15,24,0,31
Player 958,22,9,8,1,18
Player 959,21,21,20,3,26
Player 960,6,46,22,4,100
Player 961,23,24,4,5,56
Player 962,19,189,8,3,37
Player 963,13,82,10,2,52
Player 964,5,173,10,0,2
Player 965,11,87,4,4,64
Player 966,17,122,20,2,55
Player 967,14,184,24,5,12
Player 968,3,172,4,2,1
Player 969,12,166,7,2,39
Player 970,20,148,13,0,14
Player 971,13,29,21,0,98
Player 972,2,183,14,2,57
Player 973,10,186,22,1,38
Player 974,17,197,20,1,89
Player 975,24,172,5,4,3
Player 976,23,20,22,1,29
Player 977,3,114,10,4,58
Player 978,16,55,16,2,39
Player 979,11,72,11,5,23
Player 980,21,40,3,3,37
Player 981,9,188,17,0,64
Player 982,14,12,16,0,9
Player 983,23,119,15,3,66
Player 984,5,156,8,0,68
Player 985,6,117,11,2,51
Player 986,11,152,18,4,1
Player 987,16,87,2,5,16
Player 988,10,153,5,5,44
Player 989,12,65,6,4,98
Player 990,4,189,13,1,49
Player 991,3,12,18,2,40
Player 992,19,0,8,3,72
Player 993,14,115,2,5,8
Player 994,11,193,10,0,79
Player 995,23,145,15,3,43
Player 996,5,71,3,1,19
Player 997,21,80,16,3,67
Player 998,4,36,21,2,4
Player 999,1,191,14,3,56
Player 1000,7,96,18,4,49
